Timestamp,x,y,z,vx,vy,vz,P,K,x_gt,y_gt,z_gt,vx_gt,vy_gt,vz_gt,error_x,error_y,error_z,error_vx,error_vy,error_vz
7014977.0,0.0,0.0,0.0,0.00018746874519599702,3.688234587793614e-05,7.137942427936523e-05,"[[0.09137120097962655, 0.0, 0.0, 0.0018274241066342778, 0.0, 0.0], [0.0, 0.09137120097962655, 0.0, 0.0, 0.0018274241066342778, 0.0], [0.0, 0.0, 0.09137120097962655, 0.0, 0.0, 0.0018274241066342778], [0.0018274241066342778, 0.0, 0.0, 0.09137120968467183, 0.0, 0.0], [0.0, 0.0018274241066342778, 0.0, 0.0, 0.09137120968467183, 0.0], [0.0, 0.0, 0.0018274241066342778, 0.0, 0.0, 0.09137120968467183]]",,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
7034977.0,1.71187661327659e-06,6.522423010206208e-07,1.5195239201887219e-06,0.000354907031619736,0.00010136892906243948,0.00022190422781265013,"[[0.09144429794476251, 0.0, 0.0, 0.003654848387386873, 0.0, 0.0], [0.0, 0.09144429794476251, 0.0, 0.0, 0.003654848387386873, 0.0], [0.0, 0.0, 0.09144429794476251, 0.0, 0.0, 0.003654848387386873], [0.003654848387386873, 0.0, 0.0, 0.0913712183905877, 0.0, 0.0], [0.0, 0.003654848387386873, 0.0, 0.0, 0.0913712183905877, 0.0], [0.0, 0.0, 0.003654848387386873, 0.0, 0.0, 0.0913712183905877]]",,-0.0040158000192604,-0.0013955198228359,0.027591760000007,-0.2007900009630248,-0.0697759911417961,1.3795880000003535,0.004017511895873676,0.0013961720651369206,-0.02759024047608681,0.20114490799464452,0.06987736007085854,-1.3793660957725409
7049982.0,2.2516563596161006e-06,1.043195123978319e-06,2.5341424723258806e-06,0.0004215283022386739,0.00015195756145182734,0.0003538119493611136,"[[0.09155397994552116, 0.0, 0.0, 0.005025873584653775, 0.0, 0.0], [0.0, 0.09155397994552116, 0.0, 0.0, 0.005025873584653775, 0.0], [0.0, 0.0, 0.09155397994552116, 0.0, 0.0, 0.005025873584653775], [0.005025873584653775, 0.0, 0.0, 0.0913712249222011, 0.0, 0.0], [0.0, 0.005025873584653775, 0.0, 0.0, 0.0913712249222011, 0.0], [0.0, 0.0, 0.005025873584653775, 0.0, 0.0, 0.0913712249222011]]",,-0.0080315999803133,-0.0027910396456718,0.0551835200000141,-0.2676307871411419,-0.0930036536378488,1.838837720760218,0.008033851636672916,0.002792082840795778,-0.055180985857541776,0.2680523154433806,0.09315561119930062,-1.8384839088108569
7075062.0,4.51267965844863e-06,3.205117983200564e-06,9.079640191120645e-06,0.0005912612606826849,0.00032054860769436714,0.0008669078607265406,"[[0.09180607776561911, 0.0, 0.0, 0.007317464014874764, 0.0, 0.0], [0.0, 0.09180607776561911, 0.0, 0.0, 0.007317464014874764, 0.0], [0.0, 0.0, 0.09180607776561911, 0.0, 0.0, 0.007317464014874764], [0.007317464014874764, 0.0, 0.0, 0.09137123583941961, 0.0, 0.0], [0.0, 0.007317464014874764, 0.0, 0.0, 0.09137123583941961, 0.0], [0.0, 0.0, 0.007317464014874764, 0.0, 0.0, 0.09137123583941961]]",,-0.0120473999995738,-0.0041865603998303,0.0827752800000212,-0.1601196179928427,-0.0556427732918061,1.1001499202554654,0.01205191267923225,0.0041897655178135,-0.08276620035983008,0.16071087925352537,0.055963321899500464,-1.0992830123947388
7094986.0,5.2770469255659285e-06,4.303033425422629e-06,1.3023495168690912e-05,0.0006562092655546462,0.00042437234076227604,0.0012455254678077855,"[[0.09209766407255113, 0.0, 0.0, 0.009137944604467695, 0.0, 0.0], [0.0, 0.09209766407255113, 0.0, 0.0, 0.009137944604467695, 0.0], [0.0, 0.0, 0.09209766407255113, 0.0, 0.0, 0.009137944604467695], [0.009137944604467695, 0.0, 0.0, 0.09137124451225301, 0.0, 0.0], [0.0, 0.009137944604467695, 0.0, 0.0, 0.09137124451225301, 0.0], [0.0, 0.0, 0.009137944604467695, 0.0, 0.0, 0.09137124451225301]]",,-0.0160632000188343,-0.0055820802226662,0.1103670400000282,-0.2015559134340742,-0.0700421513167999,1.3848504316405876,0.016068477065759864,0.005586383256091623,-0.11035401650485951,0.20221212269962885,0.07046652365756217,-1.3836049061727798
7114977.0,6.15902669203257e-06,5.429458169130513e-06,1.73016046993333e-05,0.0007313286697312294,0.0005285818996027229,0.0016486297228446775,"[[0.09246301737459715, 0.0, 0.0, 0.010964547240532127, 0.0, 0.0], [0.0, 0.09246301737459715, 0.0, 0.0, 0.010964547240532127, 0.0], [0.0, 0.0, 0.09246301737459715, 0.0, 0.0, 0.010964547240532127], [0.010964547240532127, 0.0, 0.0, 0.09137125321425123, 0.0, 0.0], [0.0, 0.010964547240532127, 0.0, 0.0, 0.09137125321425123, 0.0], [0.0, 0.0, 0.010964547240532127, 0.0, 0.0, 0.09137125321425123]]",,-0.0200789999798871,-0.0069776000455021,0.1379587999999785,-0.2008803942300452,-0.0698074044738093,1.380209094089852,0.02008515900657913,0.0069830295036712306,-0.13794149839527917,0.2016117228997764,0.07033598637341203,-1.3785604643670073
7134994.0,7.088832858051382e-06,6.232608606637331e-06,2.1453917872250552e-05,0.0008095913139484313,0.0005982481096602064,0.0020305077721043626,"[[0.09290197205969594, 0.0, 0.0, 0.012793525703254953, 0.0, 0.0], [0.0, 0.09290197205969594, 0.0, 0.0, 0.012793525703254953, 0.0], [0.0, 0.0, 0.09290197205969594, 0.0, 0.0, 0.012793525703254953], [0.012793525703254953, 0.0, 0.0, 0.09137126192756714, 0.0, 0.0], [0.0, 0.012793525703254953, 0.0, 0.0, 0.09137126192756714, 0.0], [0.0, 0.0, 0.012793525703254953, 0.0, 0.0, 0.09137126192756714]]",,-0.0240947999991476,-0.0083731198683381,0.1655505599999855,-0.2006194744097764,-0.0697167319196643,1.3784163461061634,0.024101888832005654,0.008379352476944737,-0.16552910608211324,0.20142906572372482,0.0703149800293245,-1.376385838334059
7155002.0,8.025008760339517e-06,6.689036885675444e-06,2.522491316073504e-05,0.0008869731691044984,0.0006319029395547072,0.0023668301219488077,"[[0.09341391778510834, 0.0, 0.0, 0.014621681998995698, 0.0, 0.0], [0.0, 0.09341391778510834, 0.0, 0.0, 0.014621681998995698, 0.0], [0.0, 0.0, 0.09341391778510834, 0.0, 0.0, 0.014621681998995698], [0.014621681998995698, 0.0, 0.0, 0.09137127063696539, 0.0, 0.0], [0.0, 0.014621681998995698, 0.0, 0.0, 0.09137127063696539, 0.0], [0.0, 0.0, 0.014621681998995698, 0.0, 0.0, 0.09137127063696539]]",,-0.0281106000184081,-0.009768639691174,0.1931423199999926,-0.2007097170761943,-0.0697480919050341,1.3790363854461751,0.02811862502716844,0.009775328728059677,-0.19311709508683186,0.2015966902452988,0.0703799948445888,-1.3766695553242263
7174981.0,8.597908717281423e-06,6.626149869952947e-06,2.836127085203289e-05,0.0009266025455772395,0.000612982839075862,0.0026335086557766536,"[[0.09399817095529389, 0.0, 0.0, 0.016447188702019375, 0.0, 0.0], [0.0, 0.09399817095529389, 0.0, 0.0, 0.016447188702019375, 0.0], [0.0, 0.0, 0.09399817095529389, 0.0, 0.0, 0.016447188702019375], [0.016447188702019375, 0.0, 0.0, 0.09137127933374006, 0.0, 0.0], [0.0, 0.016447188702019375, 0.0, 0.0, 0.09137127933374006, 0.0], [0.0, 0.0, 0.016447188702019375, 0.0, 0.0, 0.09137127933374006]]",,-0.0321263999794609,-0.0111641604453325,0.2207340799999997,-0.2010010491542537,-0.0698493795564591,1.381038089994848,0.03213499788817818,0.011170786595202452,-0.22070571872914765,0.20192765169983096,0.07046236239553497,-1.3784045813390713
7194981.0,8.979331030128652e-06,6.077308417951408e-06,3.0674645047253904e-05,0.0009462127259504176,0.0005458390370941909,0.002812175902183221,"[[0.09465605850424526, 0.0, 0.0, 0.018274614375753336, 0.0, 0.0], [0.0, 0.09465605850424526, 0.0, 0.0, 0.018274614375753336, 0.0], [0.0, 0.0, 0.09465605850424526, 0.0, 0.0, 0.018274614375753336], [0.018274614375753336, 0.0, 0.0, 0.09137128803965594, 0.0, 0.0], [0.0, 0.018274614375753336, 0.0, 0.0, 0.09137128803965594, 0.0], [0.0, 0.0, 0.018274614375753336, 0.0, 0.0, 0.09137128803965594]]",,-0.0361421999987214,-0.0125596802681684,0.2483258400000068,-0.2007900009630248,-0.0697759911417961,1.3795880000003535,0.03615117932975152,0.012565757576586352,-0.24829516535495955,0.2017362136889752,0.0703218301788903,-1.3767758240981702
